,EquipGrp,Grade,GradeT,DisplayStat,StatT,Chance,Duration,MinLvl,MaxLvl,StatValue
847,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,DEX%,Perc,1.0,0,21,50,4%
848,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,DEX%,Perc,1.0,0,51,90,5%
849,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,DEX%,Perc,1.0,0,91,300,7%
850,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,INT%,Perc,1.0,0,0,20,3%
851,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,INT%,Perc,1.0,0,21,50,4%
852,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,INT%,Perc,1.0,0,51,90,5%
853,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,INT%,Perc,1.0,0,91,300,7%
854,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,LUK%,Perc,1.0,0,0,20,3%
855,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,LUK%,Perc,1.0,0,21,50,4%
856,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,LUK%,Perc,1.0,0,51,90,5%
857,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,LUK%,Perc,1.0,0,91,300,7%
858,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,MaxHP%,Perc,1.0,0,0,20,3%
859,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,MaxHP%,Perc,1.0,0,21,50,5%
860,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,MaxHP%,Perc,1.0,0,51,90,7%
861,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,MaxHP%,Perc,1.0,0,91,300,10%
862,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,MaxMP%,Perc,1.0,0,0,20,3%
863,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,MaxMP%,Perc,1.0,0,21,50,5%
864,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,MaxMP%,Perc,1.0,0,51,90,7%
865,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,MaxMP%,Perc,1.0,0,91,300,10%
866,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,DEF%,Perc,1.0,0,0,20,3%
867,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,DEF%,Perc,1.0,0,21,50,5%
868,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,DEF%,Perc,1.0,0,51,90,7%
869,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,DEF%,Perc,1.0,0,91,300,10%
870,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,Critical Damage%,Perc,1.0,0,0,300,1%
871,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,All Stats%,Perc,1.0,0,0,20,2%
872,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,All Stats%,Perc,1.0,0,21,50,3%
873,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,All Stats%,Perc,1.0,0,51,90,4%
874,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,All Stats%,Perc,1.0,0,91,300,5%
875,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,STR +2 per 10 Character Levels,Flat,1.0,0, 30 ,300,0
876,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,DEX +2 per 10 Character Levels,Flat,1.0,0, 30 ,300,0
877,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,INT +2 per 10 Character Levels,Flat,1.0,0, 30 ,300,0
878,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,LUK +2 per 10 Character Levels,Flat,1.0,0, 30 ,300,0
879,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,Mesos Obtained%,Perc,1.0,0,0,20,2%
880,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,Mesos Obtained%,Perc,1.0,0,21,50,3%
881,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,Mesos Obtained%,Perc,1.0,0,51,90,4%
882,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,Mesos Obtained%,Perc,1.0,0,91,300,5%
883,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,Item Drop Rate%,Perc,1.0,0,0,20,2%
884,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,Item Drop Rate%,Perc,1.0,0,21,50,3%
885,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,Item Drop Rate%,Perc,1.0,0,51,90,4%
886,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,Item Drop Rate%,Perc,1.0,0,91,300,5%
887,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,Skills and Potion HP Recovery,Flat,1.0,0,0,20,10%
888,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,Skills and Potion HP Recovery,Flat,1.0,0,21,50,15%
889,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,Skills and Potion HP Recovery,Flat,1.0,0,51,90,20%
890,Top; Overall; Bottom; Shoes; Cape; Belt; Shoulderpad,Legendary,Prime,Skills and Potion HP Recovery,Flat,1.0,0,91,300,30%
891,Gloves,Rare,Non prime,STR,Flat,1.0,0,0,20,1
892,Gloves,Rare,Non prime,STR,Flat,1.0,0,21,40,2
893,Gloves,Rare,Non prime,STR,Flat,1.0,0,41,50,3
894,Gloves,Rare,Non prime,STR,Flat,1.0,0,51,70,4
895,Gloves,Rare,Non prime,STR,Flat,1.0,0,71,90,5
896,Gloves,Rare,Non prime,STR,Flat,1.0,0,91,300,6
897,Gloves,Rare,Non prime,DEX,Flat,1.0,0,0,20,1
898,Gloves,Rare,Non prime,DEX,Flat,1.0,0,21,40,2
899,Gloves,Rare,Non prime,DEX,Flat,1.0,0,41,50,3
900,Gloves,Rare,Non prime,DEX,Flat,1.0,0,51,70,4
901,Gloves,Rare,Non prime,DEX,Flat,1.0,0,71,90,5
902,Gloves,Rare,Non prime,DEX,Flat,1.0,0,91,300,6
903,Gloves,Rare,Non prime,INT,Flat,1.0,0,0,20,1
904,Gloves,Rare,Non prime,INT,Flat,1.0,0,21,40,2
905,Gloves,Rare,Non prime,INT,Flat,1.0,0,41,50,3
906,Gloves,Rare,Non prime,INT,Flat,1.0,0,51,70,4
907,Gloves,Rare,Non prime,INT,Flat,1.0,0,71,90,5
908,Gloves,Rare,Non prime,INT,Flat,1.0,0,91,300,6
909,Gloves,Rare,Non prime,LUK,Flat,1.0,0,0,20,1
910,Gloves,Rare,Non prime,LUK,Flat,1.0,0,21,40,2
911,Gloves,Rare,Non prime,LUK,Flat,1.0,0,41,50,3
912,Gloves,Rare,Non prime,LUK,Flat,1.0,0,51,70,4
913,Gloves,Rare,Non prime,LUK,Flat,1.0,0,71,90,5
914,Gloves,Rare,Non prime,LUK,Flat,1.0,0,91,300,6
915,Gloves,Rare,Non prime,Weapon ATT,Flat,1.0,0,0,50,1
916,Gloves,Rare,Non prime,Weapon ATT,Flat,1.0,0,51,100,2
917,Gloves,Rare,Non prime,Weapon ATT,Flat,1.0,0,101,300,3
918,Gloves,Rare,Non prime,Magic ATT,Flat,1.0,0,0,50,1
919,Gloves,Rare,Non prime,Magic ATT,Flat,1.0,0,51,100,2
920,Gloves,Rare,Non prime,Magic ATT,Flat,1.0,0,101,300,3
921,Gloves,Rare,Non prime,Speed,Flat,1.0,0,0,30,1
922,Gloves,Rare,Non prime,Speed,Flat,1.0,0,31,70,2
923,Gloves,Rare,Non prime,Speed,Flat,1.0,0,71,110,3
924,Gloves,Rare,Non prime,Speed,Flat,1.0,0,111,300,4
925,Gloves,Rare,Non prime,Jump,Flat,1.0,0,0,30,1
926,Gloves,Rare,Non prime,Jump,Flat,1.0,0,31,70,2
927,Gloves,Rare,Non prime,Jump,Flat,1.0,0,71,110,3
928,Gloves,Rare,Non prime,Jump,Flat,1.0,0,111,300,4
929,Gloves,Rare,Non prime,MaxHP,Flat,1.0,0,0,10,5
930,Gloves,Rare,Non prime,MaxHP,Flat,1.0,0,11,20,10
931,Gloves,Rare,Non prime,MaxHP,Flat,1.0,0,21,30,15
932,Gloves,Rare,Non prime,MaxHP,Flat,1.0,0,31,40,20
933,Gloves,Rare,Non prime,MaxHP,Flat,1.0,0,41,50,25
934,Gloves,Rare,Non prime,MaxHP,Flat,1.0,0,51,60,30
935,Gloves,Rare,Non prime,MaxHP,Flat,1.0,0,61,70,35
936,Gloves,Rare,Non prime,MaxHP,Flat,1.0,0,71,80,40
937,Gloves,Rare,Non prime,MaxHP,Flat,1.0,0,81,90,45
938,Gloves,Rare,Non prime,MaxHP,Flat,1.0,0,91,100,50
939,Gloves,Rare,Non prime,MaxHP,Flat,1.0,0,101,110,55
940,Gloves,Rare,Non prime,MaxHP,Flat,1.0,0,111,300,60
941,Gloves,Rare,Non prime,MaxMP,Flat,1.0,0,0,10,5
942,Gloves,Rare,Non prime,MaxMP,Flat,1.0,0,11,20,10
943,Gloves,Rare,Non prime,MaxMP,Flat,1.0,0,21,30,15
944,Gloves,Rare,Non prime,MaxMP,Flat,1.0,0,31,40,20
945,Gloves,Rare,Non prime,MaxMP,Flat,1.0,0,41,50,25
946,Gloves,Rare,Non prime,MaxMP,Flat,1.0,0,51,60,30
947,Gloves,Rare,Non prime,MaxMP,Flat,1.0,0,61,70,35
948,Gloves,Rare,Non prime,MaxMP,Flat,1.0,0,71,80,40
949,Gloves,Rare,Non prime,MaxMP,Flat,1.0,0,81,90,45
950,Gloves,Rare,Non prime,MaxMP,Flat,1.0,0,91,100,50
951,Gloves,Rare,Non prime,MaxMP,Flat,1.0,0,101,110,55
952,Gloves,Rare,Non prime,MaxMP,Flat,1.0,0,111,300,60
953,Gloves,Rare,Non prime,DEF,Flat,1.0,0,0,10,5
954,Gloves,Rare,Non prime,DEF,Flat,1.0,0,11,20,10
955,Gloves,Rare,Non prime,DEF,Flat,1.0,0,21,30,15
956,Gloves,Rare,Non prime,DEF,Flat,1.0,0,31,40,20
957,Gloves,Rare,Non prime,DEF,Flat,1.0,0,41,50,25
958,Gloves,Rare,Non prime,DEF,Flat,1.0,0,51,60,30
959,Gloves,Rare,Non prime,DEF,Flat,1.0,0,61,70,35
960,Gloves,Rare,Non prime,DEF,Flat,1.0,0,71,80,40
961,Gloves,Rare,Non prime,DEF,Flat,1.0,0,81,90,45
962,Gloves,Rare,Non prime,DEF,Flat,1.0,0,91,100,50
963,Gloves,Rare,Non prime,DEF,Flat,1.0,0,101,110,55
964,Gloves,Rare,Non prime,DEF,Flat,1.0,0,111,300,60
965,Gloves,Rare,Prime,STR,Flat,1.0,0,0,20,2
966,Gloves,Rare,Prime,STR,Flat,1.0,0,21,50,4
967,Gloves,Rare,Prime,STR,Flat,1.0,0,51,70,6
968,Gloves,Rare,Prime,STR,Flat,1.0,0,71,90,8
969,Gloves,Rare,Prime,STR,Flat,1.0,0,91,300,10
970,Gloves,Rare,Prime,DEX,Flat,1.0,0,0,20,2
971,Gloves,Rare,Prime,DEX,Flat,1.0,0,21,50,4
972,Gloves,Rare,Prime,DEX,Flat,1.0,0,51,70,6
973,Gloves,Rare,Prime,DEX,Flat,1.0,0,71,90,8
974,Gloves,Rare,Prime,DEX,Flat,1.0,0,91,300,10
975,Gloves,Rare,Prime,INT,Flat,1.0,0,0,20,2
976,Gloves,Rare,Prime,INT,Flat,1.0,0,21,50,4
977,Gloves,Rare,Prime,INT,Flat,1.0,0,51,70,6
978,Gloves,Rare,Prime,INT,Flat,1.0,0,71,90,8
979,Gloves,Rare,Prime,INT,Flat,1.0,0,91,300,10
980,Gloves,Rare,Prime,LUK,Flat,1.0,0,0,20,2
981,Gloves,Rare,Prime,LUK,Flat,1.0,0,21,50,4
982,Gloves,Rare,Prime,LUK,Flat,1.0,0,51,70,6
983,Gloves,Rare,Prime,LUK,Flat,1.0,0,71,90,8
984,Gloves,Rare,Prime,LUK,Flat,1.0,0,91,300,10
985,Gloves,Rare,Prime,Weapon ATT,Flat,1.0,0,0,20,1
986,Gloves,Rare,Prime,Weapon ATT,Flat,1.0,0,21,40,2
987,Gloves,Rare,Prime,Weapon ATT,Flat,1.0,0,41,60,4
988,Gloves,Rare,Prime,Weapon ATT,Flat,1.0,0,61,80,6
989,Gloves,Rare,Prime,Weapon ATT,Flat,1.0,0,81,90,8
990,Gloves,Rare,Prime,Weapon ATT,Flat,1.0,0,91,300,10
991,Gloves,Rare,Prime,Magic ATT,Flat,1.0,0,0,20,1
992,Gloves,Rare,Prime,Magic ATT,Flat,1.0,0,21,40,2
993,Gloves,Rare,Prime,Magic ATT,Flat,1.0,0,41,60,4
994,Gloves,Rare,Prime,Magic ATT,Flat,1.0,0,61,80,6
995,Gloves,Rare,Prime,Magic ATT,Flat,1.0,0,81,90,8
996,Gloves,Rare,Prime,Magic ATT,Flat,1.0,0,91,300,10
997,Gloves,Rare,Prime,MaxHP,Flat,1.0,0,0,20,10
998,Gloves,Rare,Prime,MaxHP,Flat,1.0,0,21,50,15
999,Gloves,Rare,Prime,MaxHP,Flat,1.0,0,51,90,50
1000,Gloves,Rare,Prime,MaxHP,Flat,1.0,0,91,300,100
1001,Gloves,Rare,Prime,MaxMP,Flat,1.0,0,0,20,10
1002,Gloves,Rare,Prime,MaxMP,Flat,1.0,0,21,50,15
1003,Gloves,Rare,Prime,MaxMP,Flat,1.0,0,51,90,50
1004,Gloves,Rare,Prime,MaxMP,Flat,1.0,0,91,300,100
1005,Gloves,Rare,Prime,DEF,Flat,1.0,0,0,20,10
1006,Gloves,Rare,Prime,DEF,Flat,1.0,0,21,50,15
1007,Gloves,Rare,Prime,DEF,Flat,1.0,0,51,90,50
1008,Gloves,Rare,Prime,DEF,Flat,1.0,0,91,300,100
1009,Gloves,Rare,Prime,Speed,Flat,1.0,0,0,20,2
1010,Gloves,Rare,Prime,Speed,Flat,1.0,0,21,50,3
1011,Gloves,Rare,Prime,Speed,Flat,1.0,0,51,80,4
1012,Gloves,Rare,Prime,Speed,Flat,1.0,0,81,110,5
1013,Gloves,Rare,Prime,Speed,Flat,1.0,0,111,300,6
1014,Gloves,Rare,Prime,Jump,Flat,1.0,0,0,20,2
1015,Gloves,Rare,Prime,Jump,Flat,1.0,0,21,50,3
1016,Gloves,Rare,Prime,Jump,Flat,1.0,0,51,80,4
1017,Gloves,Rare,Prime,Jump,Flat,1.0,0,81,110,5
1018,Gloves,Rare,Prime,Jump,Flat,1.0,0,111,300,6
1019,Gloves,Rare,Prime,STR%,Perc,1.0,0,0,90,1%
1020,Gloves,Rare,Prime,STR%,Perc,1.0,0,91,300,2%
1021,Gloves,Rare,Prime,DEX%,Perc,1.0,0,0,90,1%
1022,Gloves,Rare,Prime,DEX%,Perc,1.0,0,91,300,2%
1023,Gloves,Rare,Prime,INT%,Perc,1.0,0,0,90,1%
1024,Gloves,Rare,Prime,INT%,Perc,1.0,0,91,300,2%
1025,Gloves,Rare,Prime,LUK%,Perc,1.0,0,0,90,1%
1026,Gloves,Rare,Prime,LUK%,Perc,1.0,0,91,300,2%
1027,Gloves,Rare,Prime,DEF%,Perc,1.0,0,0,90,1%
1028,Gloves,Rare,Prime,DEF%,Perc,1.0,0,91,300,2%
1029,Gloves,Rare,Prime,MaxHP%,Perc,1.0,0,0,90,1%
1030,Gloves,Rare,Prime,MaxHP%,Perc,1.0,0,91,300,2%
1031,Gloves,Rare,Prime,MaxMP%,Perc,1.0,0,0,90,1%
1032,Gloves,Rare,Prime,MaxMP%,Perc,1.0,0,91,300,2%
1033,Gloves,Rare,Prime,All Stats,Flat,1.0,0,0,50,1
1034,Gloves,Rare,Prime,All Stats,Flat,1.0,0,51,90,2
1035,Gloves,Rare,Prime,All Stats,Flat,1.0,0,91,300,3
1036,Gloves,Epic,Prime,STR,Flat,1.0,0,0,20,4
1037,Gloves,Epic,Prime,STR,Flat,1.0,0,21,40,6
1038,Gloves,Epic,Prime,STR,Flat,1.0,0,41,50,8
1039,Gloves,Epic,Prime,STR,Flat,1.0,0,51,70,10
1040,Gloves,Epic,Prime,STR,Flat,1.0,0,71,90,12
1041,Gloves,Epic,Prime,STR,Flat,1.0,0,91,300,14
1042,Gloves,Epic,Prime,DEX,Flat,1.0,0,0,20,4
1043,Gloves,Epic,Prime,DEX,Flat,1.0,0,21,40,6
1044,Gloves,Epic,Prime,DEX,Flat,1.0,0,41,50,8
1045,Gloves,Epic,Prime,DEX,Flat,1.0,0,51,70,10
1046,Gloves,Epic,Prime,DEX,Flat,1.0,0,71,90,12
1047,Gloves,Epic,Prime,DEX,Flat,1.0,0,91,300,14
1048,Gloves,Epic,Prime,INT,Flat,1.0,0,0,20,4
1049,Gloves,Epic,Prime,INT,Flat,1.0,0,21,40,6
1050,Gloves,Epic,Prime,INT,Flat,1.0,0,41,50,8
1051,Gloves,Epic,Prime,INT,Flat,1.0,0,51,70,10
1052,Gloves,Epic,Prime,INT,Flat,1.0,0,71,90,12
1053,Gloves,Epic,Prime,INT,Flat,1.0,0,91,300,14
1054,Gloves,Epic,Prime,LUK,Flat,1.0,0,0,20,4
1055,Gloves,Epic,Prime,LUK,Flat,1.0,0,21,40,6
1056,Gloves,Epic,Prime,LUK,Flat,1.0,0,41,50,8
1057,Gloves,Epic,Prime,LUK,Flat,1.0,0,51,70,10
1058,Gloves,Epic,Prime,LUK,Flat,1.0,0,71,90,12
1059,Gloves,Epic,Prime,LUK,Flat,1.0,0,91,300,14
1060,Gloves,Epic,Prime,Weapon ATT,Flat,1.0,0,0,20,4
1061,Gloves,Epic,Prime,Weapon ATT,Flat,1.0,0,21,50,6
1062,Gloves,Epic,Prime,Weapon ATT,Flat,1.0,0,51,90,8
1063,Gloves,Epic,Prime,Weapon ATT,Flat,1.0,0,91,300,11
1064,Gloves,Epic,Prime,Magic ATT,Flat,1.0,0,0,20,4
1065,Gloves,Epic,Prime,Magic ATT,Flat,1.0,0,21,50,6
1066,Gloves,Epic,Prime,Magic ATT,Flat,1.0,0,51,90,8
1067,Gloves,Epic,Prime,Magic ATT,Flat,1.0,0,91,300,11
1068,Gloves,Epic,Prime,MaxHP,Flat,1.0,0,0,10,15
1069,Gloves,Epic,Prime,MaxHP,Flat,1.0,0,11,20,30
1070,Gloves,Epic,Prime,MaxHP,Flat,1.0,0,21,30,45
1071,Gloves,Epic,Prime,MaxHP,Flat,1.0,0,31,40,60
1072,Gloves,Epic,Prime,MaxHP,Flat,1.0,0,41,50,75
1073,Gloves,Epic,Prime,MaxHP,Flat,1.0,0,51,60,90
1074,Gloves,Epic,Prime,MaxHP,Flat,1.0,0,61,70,105
1075,Gloves,Epic,Prime,MaxHP,Flat,1.0,0,71,80,120
1076,Gloves,Epic,Prime,MaxHP,Flat,1.0,0,81,90,135
1077,Gloves,Epic,Prime,MaxHP,Flat,1.0,0,91,100,150
1078,Gloves,Epic,Prime,MaxHP,Flat,1.0,0,101,110,165
1079,Gloves,Epic,Prime,MaxHP,Flat,1.0,0,111,300,180
1080,Gloves,Epic,Prime,MaxMP,Flat,1.0,0,0,10,15
1081,Gloves,Epic,Prime,MaxMP,Flat,1.0,0,11,20,30
1082,Gloves,Epic,Prime,MaxMP,Flat,1.0,0,21,30,45
1083,Gloves,Epic,Prime,MaxMP,Flat,1.0,0,31,40,60
1084,Gloves,Epic,Prime,MaxMP,Flat,1.0,0,41,50,75
1085,Gloves,Epic,Prime,MaxMP,Flat,1.0,0,51,60,90
1086,Gloves,Epic,Prime,MaxMP,Flat,1.0,0,61,70,105
1087,Gloves,Epic,Prime,MaxMP,Flat,1.0,0,71,80,120
1088,Gloves,Epic,Prime,MaxMP,Flat,1.0,0,81,90,135
1089,Gloves,Epic,Prime,MaxMP,Flat,1.0,0,91,100,150
1090,Gloves,Epic,Prime,MaxMP,Flat,1.0,0,101,110,165
1091,Gloves,Epic,Prime,MaxMP,Flat,1.0,0,111,300,180
1092,Gloves,Epic,Prime,DEF,Flat,1.0,0,0,20,15
1093,Gloves,Epic,Prime,DEF,Flat,1.0,0,21,50,20
1094,Gloves,Epic,Prime,DEF,Flat,1.0,0,51,90,60
1095,Gloves,Epic,Prime,DEF,Flat,1.0,0,91,300,120
1096,Gloves,Epic,Prime,Speed,Flat,1.0,0,0,30,4
1097,Gloves,Epic,Prime,Speed,Flat,1.0,0,31,110,6
1098,Gloves,Epic,Prime,Speed,Flat,1.0,0,111,300,8
1099,Gloves,Epic,Prime,Jump,Flat,1.0,0,0,30,4
1100,Gloves,Epic,Prime,Jump,Flat,1.0,0,31,110,6
1101,Gloves,Epic,Prime,Jump,Flat,1.0,0,111,300,8
1102,Gloves,Epic,Prime,STR%,Perc,1.0,0,0,20,1%
1103,Gloves,Epic,Prime,STR%,Perc,1.0,0,21,50,2%
1104,Gloves,Epic,Prime,STR%,Perc,1.0,0,51,90,3%
1105,Gloves,Epic,Prime,STR%,Perc,1.0,0,91,300,4%
1106,Gloves,Epic,Prime,DEX%,Perc,1.0,0,0,20,1%
1107,Gloves,Epic,Prime,DEX%,Perc,1.0,0,21,50,2%
1108,Gloves,Epic,Prime,DEX%,Perc,1.0,0,51,90,3%
1109,Gloves,Epic,Prime,DEX%,Perc,1.0,0,91,300,4%
1110,Gloves,Epic,Prime,INT%,Perc,1.0,0,0,20,1%
1111,Gloves,Epic,Prime,INT%,Perc,1.0,0,21,50,2%
1112,Gloves,Epic,Prime,INT%,Perc,1.0,0,51,90,3%
1113,Gloves,Epic,Prime,INT%,Perc,1.0,0,91,300,4%
1114,Gloves,Epic,Prime,LUK%,Perc,1.0,0,0,20,1%
1115,Gloves,Epic,Prime,LUK%,Perc,1.0,0,21,50,2%
1116,Gloves,Epic,Prime,LUK%,Perc,1.0,0,51,90,3%
1117,Gloves,Epic,Prime,LUK%,Perc,1.0,0,91,300,4%
1118,Gloves,Epic,Prime,MaxHP%,Perc,1.0,0,0,20,1%
1119,Gloves,Epic,Prime,MaxHP%,Perc,1.0,0,21,50,2%
1120,Gloves,Epic,Prime,MaxHP%,Perc,1.0,0,51,90,3%
1121,Gloves,Epic,Prime,MaxHP%,Perc,1.0,0,91,300,5%
1122,Gloves,Epic,Prime,MaxMP%,Perc,1.0,0,0,20,1%
1123,Gloves,Epic,Prime,MaxMP%,Perc,1.0,0,21,50,2%
1124,Gloves,Epic,Prime,MaxMP%,Perc,1.0,0,51,90,3%
1125,Gloves,Epic,Prime,MaxMP%,Perc,1.0,0,91,300,5%
1126,Gloves,Epic,Prime,DEF%,Perc,1.0,0,0,30,1%
1127,Gloves,Epic,Prime,DEF%,Perc,1.0,0,31,70,2%
1128,Gloves,Epic,Prime,DEF%,Perc,1.0,0,71,300,4%
1129,Gloves,Epic,Prime,All Stats%,Perc,1.0,0,0,90,1%
1130,Gloves,Epic,Prime,All Stats%,Perc,1.0,0,91,300,2%
1131,Gloves,Unique,Prime,STR,Flat,1.0,0,0,20,8
1132,Gloves,Unique,Prime,STR,Flat,1.0,0,21,50,10
1133,Gloves,Unique,Prime,STR,Flat,1.0,0,51,70,12
1134,Gloves,Unique,Prime,STR,Flat,1.0,0,71,90,14
1135,Gloves,Unique,Prime,STR,Flat,1.0,0,91,300,16
1136,Gloves,Unique,Prime,DEX,Flat,1.0,0,0,20,8
1137,Gloves,Unique,Prime,DEX,Flat,1.0,0,21,50,10
1138,Gloves,Unique,Prime,DEX,Flat,1.0,0,51,70,12
1139,Gloves,Unique,Prime,DEX,Flat,1.0,0,71,90,14
1140,Gloves,Unique,Prime,DEX,Flat,1.0,0,91,300,16
1141,Gloves,Unique,Prime,INT,Flat,1.0,0,0,20,8
1142,Gloves,Unique,Prime,INT,Flat,1.0,0,21,50,10
1143,Gloves,Unique,Prime,INT,Flat,1.0,0,51,70,12
1144,Gloves,Unique,Prime,INT,Flat,1.0,0,71,90,14
1145,Gloves,Unique,Prime,INT,Flat,1.0,0,91,300,16
1146,Gloves,Unique,Prime,LUK,Flat,1.0,0,0,20,8
1147,Gloves,Unique,Prime,LUK,Flat,1.0,0,21,50,10
1148,Gloves,Unique,Prime,LUK,Flat,1.0,0,51,70,12
1149,Gloves,Unique,Prime,LUK,Flat,1.0,0,71,90,14
1150,Gloves,Unique,Prime,LUK,Flat,1.0,0,91,300,16
1151,Gloves,Unique,Prime,Weapon ATT,Flat,1.0,0,0,20,6
1152,Gloves,Unique,Prime,Weapon ATT,Flat,1.0,0,21,50,8
1153,Gloves,Unique,Prime,Weapon ATT,Flat,1.0,0,51,90,10
1154,Gloves,Unique,Prime,Weapon ATT,Flat,1.0,0,91,300,12
1155,Gloves,Unique,Prime,Magic ATT,Flat,1.0,0,0,20,6
1156,Gloves,Unique,Prime,Magic ATT,Flat,1.0,0,21,50,8
1157,Gloves,Unique,Prime,Magic ATT,Flat,1.0,0,51,90,10
1158,Gloves,Unique,Prime,Magic ATT,Flat,1.0,0,91,300,12
1159,Gloves,Unique,Prime,DEF,Flat,1.0,0,0,20,15
1160,Gloves,Unique,Prime,DEF,Flat,1.0,0,21,50,30
1161,Gloves,Unique,Prime,DEF,Flat,1.0,0,51,90,80
1162,Gloves,Unique,Prime,DEF,Flat,1.0,0,91,300,150
1163,Gloves,Unique,Prime,MaxHP,Flat,1.0,0,0,10,20
1164,Gloves,Unique,Prime,MaxHP,Flat,1.0,0,11,20,40
1165,Gloves,Unique,Prime,MaxHP,Flat,1.0,0,21,30,60
1166,Gloves,Unique,Prime,MaxHP,Flat,1.0,0,31,40,80
1167,Gloves,Unique,Prime,MaxHP,Flat,1.0,0,41,50,100
1168,Gloves,Unique,Prime,MaxHP,Flat,1.0,0,51,60,120
1169,Gloves,Unique,Prime,MaxHP,Flat,1.0,0,61,70,140
1170,Gloves,Unique,Prime,MaxHP,Flat,1.0,0,71,80,160
1171,Gloves,Unique,Prime,MaxHP,Flat,1.0,0,81,90,180
1172,Gloves,Unique,Prime,MaxHP,Flat,1.0,0,91,100,200
1173,Gloves,Unique,Prime,MaxHP,Flat,1.0,0,101,110,220
1174,Gloves,Unique,Prime,MaxHP,Flat,1.0,0,111,300,240
1175,Gloves,Unique,Prime,MaxMP,Flat,1.0,0,0,10,20
1176,Gloves,Unique,Prime,MaxMP,Flat,1.0,0,11,20,40
1177,Gloves,Unique,Prime,MaxMP,Flat,1.0,0,21,30,60
1178,Gloves,Unique,Prime,MaxMP,Flat,1.0,0,31,40,80
1179,Gloves,Unique,Prime,MaxMP,Flat,1.0,0,41,50,100
1180,Gloves,Unique,Prime,MaxMP,Flat,1.0,0,51,60,120
1181,Gloves,Unique,Prime,MaxMP,Flat,1.0,0,61,70,140
1182,Gloves,Unique,Prime,MaxMP,Flat,1.0,0,71,80,160
1183,Gloves,Unique,Prime,MaxMP,Flat,1.0,0,81,90,180
1184,Gloves,Unique,Prime,MaxMP,Flat,1.0,0,91,100,200
